NAME,CNTY_FIPS,FIPS,DI_Basin,Well_Count,Oil_Double,Gas_Double,Prov_Cod_1
Fayette,67,21067,,,,,300
Washington,221,29221,,,,,340
Spencer,147,18147,,,,,315
Meade,163,21163,OTHER - KENTUCKY,90,0,283896,300
Montgomery,173,21173,OTHER - KENTUCKY,1,0,0,160
Woodford,239,21239,,,,,300
Staunton,790,51790,,,,,160A
Vanderburgh,163,18163,,,,,315
Harvey,79,20079,ANADARKO,119,77214,115703,370
Reno,155,20155,ANADARKO,447,429182,698937,385
Greenwood,73,20073,CHEROKEE PLATFORM,1109,302605,0,335
Essex,57,51057,,,,,120
Solano,95,6095,SACRAMENTO,57,862,10618017,730
Phelps,161,29161,,,,,340
Spencer,215,21215,,,,,300
San Miguel,113,8113,PARADOX,38,230,933740,585
Louisa,109,51109,,,,,150
Garfield,17,49017,OTHER - UTAH,17,114671,9149,630
Hinsdale,53,8053,,,,,595
Iron,21,49021,,,,,509
Franklin,55,17055,,,,,315
Anderson,5,21005,,,,,300
Ste. Genevieve,186,29186,,,,,340
Morgan,175,21175,APPALACHIAN,40,0,102106,160
Bullitt,29,21029,,,,,300
Clark,49,21049,,,,,160
Richmond,159,51159,,,,,120
Contra Costa,13,6013,CA COAST,21,72041,1912790,730
Waynesboro,820,51820,,,,,160A
Butler,15,20015,CHEROKEE PLATFORM,1149,702940,0,370
Rockbridge,163,51163,,,,,160A
St. Francois,187,29187,,,,,340
Stanislaus,99,6099,,,,,730
Edwards,47,20047,ANADARKO,252,109726,539464,385
Hickory,85,29085,,,,,340
Charlottesville,540,51540,,,,,150
Menifee,165,21165,,,,,160
Vernon,217,29217,CHEROKEE PLATFORM,7,772,0,335
Breckinridge,27,21027,OTHER - KENTUCKY,44,8234,35705,300
Nelson,125,51125,,,,,160A
Woodson,207,20207,CHEROKEE PLATFORM,3406,409374,599,335
Allen,1,20001,CHEROKEE PLATFORM,2143,206713,141909,335
Bourbon,11,20011,CHEROKEE PLATFORM,554,38538,0,335
Accomack,1,51001,,,,,120
Northumberland,133,51133,,,,,120
Logan,45,54045,APPALACHIAN,1375,83,8537414,160
Pulaski,169,29169,,,,,340
Hardin,93,21093,OTHER - KENTUCKY,7,0,28475,300
Hanover,85,51085,,,,,150
Fluvanna,65,51065,,,,,150
Huerfano,55,8055,RATON,24,0,4325691,540
Johnson,115,21115,APPALACHIAN,289,3281,737849,160
Jessamine,113,21113,,,,,300
Gray,69,20069,ANADARKO,70,88855,312302,360
Hancock,91,21091,OTHER - KENTUCKY,16,1866,0,315
Nelson,179,21179,,,,,300
Raleigh,81,54081,APPALACHIAN,628,56,2666159,160
Mingo,59,54059,APPALACHIAN,1409,1602,9885905,160
King and Queen,97,51097,,,,,120
Henderson,101,21101,OTHER - KENTUCKY,237,132932,0,315
San Juan,111,8111,,,,,585
Mercer,167,21167,,,,,300
Mineral,79,8079,,,,,560
Martin,159,21159,APPALACHIAN,762,2653,1520518,160
Alleghany,5,51005,,,,,160A
Jackson,77,17077,,,,,340
Powell,197,21197,APPALACHIAN,30,1743,0,160
Daviess,59,21059,OTHER - KENTUCKY,64,8062,0,315
Gallatin,59,17059,,,,,315
Madison,151,21151,,,,,160
Saline,165,17165,,,,,315
King William,101,51101,,,,,120
Ford,57,20057,ANADARKO,153,380995,1007212,360
Sedgwick,173,20173,ANADARKO,99,94574,4310,370
Washington,229,21229,,,,,300
Goochland,75,51075,,,,,150
Perry,157,29157,,,,,340
Union,225,21225,OTHER - KENTUCKY,238,83164,0,315
Dolores,33,8033,PARADOX,16,0,30382561,585
Dallas,59,29059,,,,,340
Alameda,1,6001,CA COAST,2,2400,289,730
Mariposa,43,6043,,,,,650
Cedar,39,29039,,,,,340
Magoffin,153,21153,APPALACHIAN,461,32229,434818,160
Laclede,105,29105,,,,,340
Williamson,199,17199,,,,,315
Summers,89,54089,APPALACHIAN,3,0,6515,160
Wolfe,237,21237,APPALACHIAN,266,45878,8942,160
Clifton Forge,560,51560,,,,,160A
Estill,65,21065,APPALACHIAN,111,11847,0,160
Lancaster,103,51103,,,,,120
Rio Grande,105,8105,,,,,560
Garrard,79,21079,,,,,160
Polk,167,29167,,,,,340
Pratt,151,20151,ANADARKO,536,349719,422152,385
Amherst,9,51009,,,,,160A
San Francisco,75,6075,,,,,735
Covington,580,51580,,,,,160A
Las Animas,71,8071,RATON,2613,0,47730364,540
Lexington,678,51678,,,,,160A
Wyoming,109,54109,APPALACHIAN,1707,66,7498147,160
Botetourt,23,51023,,,,,160A
Buckingham,29,51029,,,,,150
Dent,65,29065,,,,,340
Middlesex,119,51119,,,,,120
Madera,39,6039,SAN JOAQUIN,14,0,9269231,625
Floyd,71,21071,APPALACHIAN,1287,4116,2993118,160
Pike,195,21195,APPALACHIAN,4107,21762,11957791,160
Cumberland,49,51049,,,,,150
Buena Vista,530,51530,,,,,160A
Iron,93,29093,,,,,340
Alamosa,3,8003,,,,,560
Ohio,183,21183,OTHER - KENTUCKY,83,13184,0,315
Stanton,187,20187,ANADARKO,875,181106,8849647,360
Haskell,81,20081,ANADARKO,1540,2123862,10514780,360
Grant,67,20067,ANADARKO,1760,184562,20466185,360
Larue,123,21123,,,,,300
Kiowa,97,20097,ANADARKO,358,245543,1642012,385
Wilson,205,20205,CHEROKEE PLATFORM,1950,73512,4146377,365
Neosho,133,20133,CHEROKEE PLATFORM,1514,19913,4720866,365
Marion,155,21155,,,,,300
Kingman,95,20095,ANADARKO,1016,295490,3817493,385
Monroe,63,54063,,,,,160A
Lee,129,21129,APPALACHIAN,766,141029,0,160
Boyle,21,21021,,,,,300
Henrico,87,51087,,,,,150
San Mateo,81,6081,CA COAST,2,48,0,735
Breathitt,25,21025,APPALACHIAN,83,1791,151131,160
Powhatan,145,51145,,,,,150
McLean,149,21149,OTHER - KENTUCKY,82,52140,103,315
Crawford,37,20037,CHEROKEE PLATFORM,554,17289,0,340
Craig,45,51045,,,,,160A
Webster,233,21233,OTHER - KENTUCKY,130,57285,377,315
Barton,11,29011,,,,,340
Madison,123,29123,,,,,340
Baca,9,8009,ANADARKO,82,15721,282295,450
Costilla,23,8023,,,,,560
Lincoln,137,21137,,,,,160
Montezuma,83,8083,PARADOX,95,69073,301327193,585
La Plata,67,8067,SAN JUAN,3036,14985,248935597,585
New Kent,127,51127,,,,,120
Merced,47,6047,,,,,650
Grayson,85,21085,OTHER - KENTUCKY,75,0,105443,300
Bedford,19,51019,,,,,160A
Washington,53,49053,,,,,509
Hardin,69,17069,,,,,315
Richmond City,760,51760,,,,,150
Pope,151,17151,,,,,315
Texas,215,29215,,,,,340
Union,181,17181,,,,,340
Johnson,87,17087,,,,,315
Reynolds,179,29179,,,,,340
Elk,49,20049,CHEROKEE PLATFORM,207,50359,0,370
Bollinger,17,29017,,,,,340
Cape Girardeau,31,29031,,,,,340
Gloucester,73,51073,,,,,120
Mercer,55,54055,APPALACHIAN,230,0,723932,160
Dade,57,29057,,,,,340
Jackson,109,21109,,,,,160
Fresno,19,6019,SAN JOAQUIN,1733,5436404,926715,625
Hopkins,107,21107,OTHER - KENTUCKY,118,12197,35526,315
Chesterfield,41,51041,,,,,150
Appomattox,11,51011,,,,,150
Northampton,131,51131,,,,,120
Casey,45,21045,OTHER - KENTUCKY,2,192,0,300
McDowell,47,54047,APPALACHIAN,1870,15374,10784789,160
Crittenden,55,21055,,,,,315
Kane,25,49025,,,,,509
Owsley,189,21189,APPALACHIAN,12,0,17949,160
Rockcastle,203,21203,,,,,160
Knott,119,21119,APPALACHIAN,1393,6036,5032577,160
Buchanan,27,51027,APPALACHIAN,3468,0,47274805,160
Mathews,115,51115,,,,,120
Amelia,7,51007,,,,,150
Charles City,36,51036,,,,,150
Webster,225,29225,,,,,340
Wright,229,29229,,,,,340
Santa Clara,85,6085,CA COAST,11,17233,16492,730
Taylor,217,21217,,,,,300
Giles,71,51071,,,,,160A
Sumner,191,20191,ANADARKO,468,306009,617595,370
Cowley,35,20035,CHEROKEE PLATFORM,651,500559,2694,370
Lynchburg,680,51680,,,,,150
Meade,119,20119,ANADARKO,354,171124,2186721,360
Clark,25,20025,ANADARKO,240,151592,1031023,360
Green,87,21087,OTHER - KENTUCKY,6,253,0,300
Barber,7,20007,ANADARKO,2261,536058,10510579,385
James City,95,51095,,,,,120
Inyo,27,6027,,,,,625
Hart,99,21099,OTHER - KENTUCKY,27,353,0,300
Perry,193,21193,APPALACHIAN,943,60152,3053066,160
Campbell,31,51031,,,,,150
Archuleta,7,8007,SAN JUAN,123,1786,19082308,560
Greene,77,29077,,,,,340
Shannon,203,29203,,,,,340
Livingston,139,21139,,,,,315
Muhlenberg,177,21177,OTHER - KENTUCKY,98,37827,1742,315
Roanoke,161,51161,,,,,160A
Prince Edward,147,51147,,,,,150
Butler,31,21031,OTHER - KENTUCKY,28,876,37408,300
Conejos,21,8021,,,,,560
Stevens,189,20189,ANADARKO,2123,217475,24577744,360
Morton,129,20129,ANADARKO,1160,281056,10102461,360
Seward,175,20175,ANADARKO,1046,283879,7511574,360
Harper,77,20077,ANADARKO,852,310113,9958776,360
Montgomery,125,20125,CHEROKEE PLATFORM,1624,50110,3859042,365
Labette,99,20099,CHEROKEE PLATFORM,486,4327,1833119,365
Comanche,33,20033,ANADARKO,382,149637,2227098,360
Caldwell,33,21033,,,,,315
York,199,51199,,,,,120
Montgomery,121,51121,,,,,160A
Jasper,97,29097,,,,,340
Pulaski,199,21199,,,,,160
Clay,51,21051,APPALACHIAN,614,11543,1028688,160
Bedford City,515,51515,,,,,150
Massac,127,17127,,,,,315
Alexander,3,17003,,,,,340
Tazewell,185,51185,APPALACHIAN,778,0,16357647,160
Pulaski,153,17153,,,,,315
Cherokee,21,20021,,,,,340
Edmonson,61,21061,OTHER - KENTUCKY,41,487,48709,300
Laurel,125,21125,APPALACHIAN,8,0,419,160
Prince George,149,51149,,,,,150
Roanoke City,770,51770,,,,,160A
Hopewell,670,51670,,,,,120
Leslie,131,21131,APPALACHIAN,482,104813,1003340,160
Salem,775,51775,,,,,160A
Adair,1,21001,OTHER - KENTUCKY,52,4251,0,300
Wayne,223,29223,,,,,340
Bland,21,51021,,,,,160A
Dickenson,51,51051,APPALACHIAN,2336,0,25266085,160
Chautauqua,19,20019,CHEROKEE PLATFORM,855,142008,77493,370
Nottoway,135,51135,,,,,150
Colonial Heights,570,51570,,,,,150
Williamsburg,830,51830,,,,,120
Lawrence,109,29109,,,,,340
Santa Cruz,87,6087,,,,,735
Dinwiddie,53,51053,,,,,150
Letcher,133,21133,APPALACHIAN,1459,69797,4875949,160
Scott,201,29201,,,,,340
Charlotte,37,51037,,,,,150
Surry,181,51181,,,,,120
Petersburg,730,51730,,,,,150
Pulaski,155,51155,,,,,160A
Newport News,700,51700,,,,,120
Franklin,67,51067,,,,,160A
Ballard,7,21007,,,,,315
McCracken,145,21145,,,,,315
Wise,195,51195,APPALACHIAN,765,2302,6329447,160
Warren,227,21227,OTHER - KENTUCKY,296,22387,63423,300
Russell,207,21207,OTHER - KENTUCKY,13,1523,0,300
Lyon,143,21143,,,,,315
Metcalfe,169,21169,OTHER - KENTUCKY,30,1988,0,300
Poquoson City,735,51735,,,,,120
Barren,9,21009,OTHER - KENTUCKY,31,2060,0,300
Christian,47,21047,OTHER - KENTUCKY,58,704,169009,300
Radford,750,51750,,,,,160A
Isle of Wight,93,51093,,,,,120
Russell,167,51167,APPALACHIAN,666,0,8375136,160A
Pittsylvania,143,51143,,,,,150
Stoddard,207,29207,,,,,340
Floyd,63,51063,,,,,160A
Lunenburg,111,51111,,,,,150
Sussex,183,51183,,,,,120
Hampton,650,51650,,,,,120
Carter,35,29035,,,,,340
Christian,43,29043,,,,,340
Mississippi,133,29133,,,,,315
Todd,219,21219,OTHER - KENTUCKY,6,1002,7335,300
Logan,141,21141,OTHER - KENTUCKY,3,0,0,300
Wythe,197,51197,,,,,160A
Douglas,67,29067,,,,,340
Marshall,157,21157,,,,,315
Newton,145,29145,,,,,340
Howell,91,29091,,,,,340
Knox,121,21121,APPALACHIAN,533,63487,1317750,160
Halifax,83,51083,,,,,150
Brunswick,25,51025,,,,,150
Harlan,95,21095,APPALACHIAN,371,37428,1320345,160
Smyth,173,51173,,,,,160A
Trigg,221,21221,,,,,300
Navajo,17,4017,,,,,585
Coconino,5,4005,,,,,585
Craig,35,40035,CHEROKEE PLATFORM,19,5064,23910,365
Nowata,105,40105,CHEROKEE PLATFORM,710,71316,900671,365
Ottawa,115,40115,,,,,340
Osage,113,40113,CHEROKEE PLATFORM,2421,3540949,3407271,370
Kay,71,40071,CHEROKEE PLATFORM,894,645533,2080546,370
Washington,147,40147,CHEROKEE PLATFORM,1085,162293,405566,365
Union,59,35059,OTHER - NEW MEXICO,320,0,31925242,360
San Juan,45,35045,SAN JUAN,13988,4982646,310565299,585
Rio Arriba,39,35039,SAN JUAN,11311,1034031,213470854,560
Alfalfa,3,40003, ,1242,3766584,60502100,360
Grant,53,40053, ,591,531518,6570874,360
Cimarron,25,40025,ANADARKO,78,115752,201651,360
Woods,151,40151,ANADARKO,1676,3353846,46908527,360
Mohave,15,4015,,,,,509
Wayne,231,21231,OTHER - KENTUCKY,9,903,0,160
Beaver,7,40007,ANADARKO,1971,712473,17823470,360
Texas,139,40139,ANADARKO,2223,1383993,26035049,360
Southampton,175,51175,,,,,150
Apache,1,4001,BLACK MESA,12,4237,78458,585
Harper,59,40059,ANADARKO,863,125202,8680959,360
Taos,55,35055,,,,,560
Colfax,7,35007,RATON,807,0,15704091,560
Stone,209,29209,,,,,340
San Benito,69,6069,CA COAST,16,11603,16244,735
Whitley,235,21235,APPALACHIAN,498,11914,941982,160
Carlisle,39,21039,,,,,250
Norfolk,710,51710,,,,,120
McCreary,147,21147,APPALACHIAN,24,693,10243,160
Bell,13,21013,APPALACHIAN,365,38605,967171,160
Norton,720,51720,,,,,160A
Graves,83,21083,,,,,250
Cumberland,57,21057,OTHER - KENTUCKY,77,6129,0,300
Allen,3,21003,OTHER - KENTUCKY,31,3107,0,300
Virginia Beach,810,51810,,,,,120
Carroll,35,51035,,,,,160A
Barry,9,29009,,,,,340
Washington,191,51191,,,,,160A
Butler,23,29023,,,,,340
Suffolk,800,51800,,,,,120
Monterey,53,6053,CA COAST,772,7010655,889227,735
Greensville,81,51081,,,,,150
Mecklenburg,117,51117,,,,,150
Lee,105,51105,APPALACHIAN,12,1052,26674,160A
Simpson,213,21213,OTHER - KENTUCKY,5,270,0,300
Scott,169,51169,APPALACHIAN,22,0,98614,160A
Clinton,53,21053,OTHER - KENTUCKY,59,4708,0,300
Oregon,149,29149,,,,,340
Patrick,141,51141,,,,,150
New Madrid,143,29143,,,,,250
Chesapeake,550,51550,,,,,120
Clark,3,32003,,,,,625
Henry,89,51089,,,,,150
Monroe,171,21171,OTHER - KENTUCKY,11,2799,0,300
Portsmouth,740,51740,,,,,120
Ripley,181,29181,,,,,340
Taney,213,29213,,,,,340
Woodward,153,40153,ANADARKO,1078,415627,17227855,360
Grayson,77,51077,,,,,160A
Ozark,153,29153,,,,,340
Hickman,105,21105,,,,,250
McDonald,119,29119,,,,,340
Calloway,35,21035,,,,,300
Tulare,107,6107,SAN JOAQUIN,70,27447,0,625
Emporia,595,51595,,,,,150
Martinsville,690,51690,,,,,150
South Boston,780,51780,,,,,150
Galax,640,51640,,,,,150
Franklin City,620,51620,,,,,120
Stewart,161,47161,,,,,300
Delaware,41,40041,,,,,340
Robertson,147,47147,,,,,300
Sumner,165,47165,,,,,300
Montgomery,125,47125,,,,,300
Macon,111,47111,OTHER - TENNESSEE,1,0,0,300
Danville,590,51590,,,,,150
Dunklin,69,29069,,,,,340
Clay,27,47027,OTHER - TENNESSEE,23,1240,0,300
Pickett,137,47137,APPALACHIAN,162,34199,122,160
Bristol,520,51520,,,,,160A
Sullivan,163,47163,,,,,160A
Johnson,91,47091,,,,,160A
Noble,103,40103, ,710,801933,3117239,360
Scott,151,47151,APPALACHIAN,553,53649,896940,160
Rogers,131,40131,CHEROKEE PLATFORM,373,15669,322908,355
Hancock,67,47067,APPALACHIAN,31,1304,7500,160A
Claiborne,25,47025,APPALACHIAN,105,15018,555601,160A
Campbell,13,47013,APPALACHIAN,115,4328,291335,160
Ellis,45,40045,ANADARKO,1548,5759369,39601663,360
Garfield,47,40047, ,1282,1846709,26779305,360
Hawkins,73,47073,,,,,160A
Ashe,9,37009,,,,,150
Fentress,49,47049,APPALACHIAN,263,34502,41512,160
Alleghany,5,37005,,,,,150
Surry,171,37171,,,,,150
Fulton,75,21075,,,,,250
Pawnee,117,40117,CHEROKEE PLATFORM,488,422126,263856,355
Currituck,53,37053,,,,,120
Northampton,131,37131,,,,,150
Hertford,91,37091,,,,,120
Camden,29,37029,,,,,120
Gates,73,37073,,,,,120
Warren,185,37185,,,,,150
Stokes,169,37169,,,,,150
Caswell,33,37033,,,,,150
Rockingham,157,37157,,,,,150
Granville,77,37077,,,,,150
Person,145,37145,,,,,150
Vance,181,37181,,,,,150
Overton,133,47133,OTHER - TENNESSEE,241,118941,5326,160
Jackson,87,47087,,,,,300
Mayes,97,40097,OZARK UPLIFT,74,7810,65376,355
Halifax,83,37083,,,,,150
Major,93,40093,ANADARKO,1950,4698413,38588208,360
Pasquotank,139,37139,,,,,120
Carter,19,47019,,,,,160A
Lake,95,47095,,,,,250
Obion,131,47131,,,,,250
Weakley,183,47183,,,,,250
Henry,79,47079,,,,,300
Trousdale,169,47169,,,,,300
Lipscomb,295,48295,ANADARKO,1636,1908649,39774525,360
Sherman,421,48421,ANADARKO,806,73660,12306655,360
Clay,21,5021,,,,,340
Dallam,111,48111,,,,,360
Hansford,195,48195,ANADARKO,666,236932,8796071,360
Baxter,5,5005,,,,,340
Fulton,49,5049,,,,,340
Sharp,135,5135,,,,,340
Randolph,121,5121,,,,,340
Benton,7,5007,,,,,340
Marion,89,5089,,,,,340
Carroll,15,5015,,,,,340
Boone,9,5009,,,,,340
Ochiltree,357,48357,ANADARKO,1494,3457123,27370470,360
Kings,31,6031,SAN JOAQUIN,123,109943,314901,745
Cheatham,21,47021,,,,,300
Washington,179,47179,,,,,160A
Union,173,47173,,,,,160A
Tulsa,143,40143,CHEROKEE PLATFORM,613,227664,163143,355
Wilkes,193,37193,,,,,150
Pemiscot,155,29155,,,,,250
Smith,159,47159,,,,,300
Grainger,57,47057,,,,,160A
Greene,59,47059,,,,,160A
Davidson,37,47037,,,,,300
Watauga,189,37189,,,,,150
Perquimans,143,37143,,,,,120
Houston,83,47083,,,,,300
Morgan,129,47129,APPALACHIAN,724,82222,1023473,160
Benton,5,47005,,,,,300
Wilson,189,47189,,,,,300
Hamblen,63,47063,,,,,160A
Chowan,41,37041,,,,,120
Dickson,43,47043,,,,,300
Putnam,141,47141,OTHER - TENNESSEE,1,0,0,160
Madison,87,5087,ARKOMA,2,0,2629,340
Anderson,1,47001,APPALACHIAN,349,22802,1908334,160
Avery,11,37011,,,,,150
Yadkin,197,37197,,,,,150
Greene,55,5055,,,,,340
Mora,33,35033,,,,,560
Lawrence,75,5075,,,,,340
Franklin,69,37069,,,,,150
Izard,65,5065,,,,,340
Unicoi,171,47171,,,,,160A
Forsyth,67,37067,,,,,150
Payne,119,40119,CHEROKEE PLATFORM,690,1011714,6272004,355
Humphreys,85,47085,,,,,300
Guilford,81,37081,,,,,150
Alamance,1,37001,,,,,150
Bertie,15,37015,,,,,120
Washington,143,5143,,,,,340
Orange,135,37135,,,,,150
Durham,63,37063,,,,,150
Gibson,53,47053,,,,,250
Harding,21,35021,OTHER - NEW MEXICO,351,0,37241331,455
Sandoval,43,35043,SAN JUAN,366,2449074,10774347,460
Dyer,45,47045,,,,,250
Nash,127,37127,,,,,150
Knox,93,47093,,,,,160A
Jefferson,89,47089,,,,,160A
Cocke,29,47029,,,,,160A
Cherokee,21,40021,,,,,355
Creek,37,40037,CHEROKEE PLATFORM,2648,1728563,596567,355
Cumberland,35,47035,APPALACHIAN,5,86,0,160
Adair,1,40001,,,,,340
Kingfisher,73,40073,ANADARKO,2528,33132553,210127412,360
Logan,83,40083, ,837,1794255,18519670,360
Wagoner,145,40145,CHEROKEE PLATFORM,76,12175,2608,355
Blaine,11,40011, ,1344,18478825,309501264,360
Dewey,43,40043,ANADARKO,1091,3517019,83812129,360
Carroll,17,47017,,,,,300
Mitchell,121,37121,,,,,160A
Edgecombe,65,37065,,,,,150
De Kalb,41,47041,,,,,160
Newton,101,5101,,,,,340
Searcy,129,5129,,,,,340
Caldwell,27,37027,,,,,150
Stone,137,5137,,,,,340
Rutherford,149,47149,,,,,300
White,185,47185,,,,,160
Yancey,199,37199,,,,,160A
Martin,117,37117,,,,,120
Wake,183,37183,,,,,150
Roberts,393,48393,ANADARKO,968,1322528,32071533,360
Hemphill,211,48211,ANADARKO,2161,2030254,84138575,360
Roane,145,47145,APPALACHIAN,3,279,2535,160
Hutchinson,233,48233,ANADARKO,2158,436468,4585055,360
Hartley,205,48205,PALO DURO,88,190269,728605,360
Williamson,187,47187,,,,,300
Moore,341,48341,ANADARKO,1953,181459,22526016,360
Madison,115,37115,,,,,160A
Iredell,97,37097,,,,,150
Davie,59,37059,,,,,150
Sevier,155,47155,,,,,160A
Alexander,3,37003,,,,,150
Davidson,57,37057,,,,,150
Roger Mills,129,40129,ANADARKO,2286,1731491,65697400,360
Santa Fe,49,35049,,,,,455
McKinley,31,35031,SAN JUAN,15,6599,106330,590
Hickman,81,47081,,,,,300
Mississippi,93,5093,,,,,250
Crockett,33,47033,,,,,250
Burke,23,37023,,,,,150
Craighead,31,5031,,,,,340
Los Alamos,28,35028,,,,,460
Cannon,15,47015,,,,,300
Washington,187,37187,,,,,120
Tyrrell,177,37177,,,,,120
McDowell,111,37111,,,,,150
Lauderdale,97,47097,,,,,250
Lincoln,81,40081,CHEROKEE PLATFORM,737,590506,12099516,355
Independence,63,5063,ARKOMA,60,0,2165060,340
Randolph,151,37151,,,,,150
Loudon,105,47105,,,,,160A
Jackson,67,5067,ARKOMA,20,0,936005,340
San Miguel,47,35047,,,,,455
Blount,9,47009,,,,,160A
Chatham,37,37037,,,,,150
Muskogee,101,40101,CHEROKEE PLATFORM,230,30007,54193,355
Okmulgee,111,40111,CHEROKEE PLATFORM,1011,215497,501175,355
Warren,177,47177,,,,,160
Decatur,39,47039,,,,,300
Maury,119,47119,,,,,300
Wilson,195,37195,,,,,150
Rowan,159,37159,,,,,150
Perry,135,47135,,,,,300
Rhea,143,47143,,,,,160
Van Buren,175,47175,APPALACHIAN,1,0,0,160
Pitt,147,37147,,,,,120
Henderson,77,47077,,,,,300
Catawba,35,37035,,,,,150
Haywood,75,47075,,,,,250
Buncombe,21,37021,,,,,150
Johnston,101,37101,,,,,150
Custer,39,40039, ,1112,1698273,112636944,360
Kern,29,6029,SAN JOAQUIN,35550,96461940,116181676,625
San Bernardino,71,6071,OTHER - CALIFORNIA,19,7330,33000,625
San Luis Obispo,79,6079,CA COAST,173,507957,463906,745
Madison,113,47113,,,,,250
Van Buren,141,5141,ARKOMA,1435,0,110225767,345
Haywood,87,37087,,,,,160A
Bledsoe,7,47007,,,,,160
Franklin,47,5047,ARKOMA,706,0,11659971,345
Johnson,71,5071,ARKOMA,214,0,3033815,345
Dare,55,37055,,,,,120
Crawford,33,5033,ARKOMA,332,0,1540964,345
Meigs,121,47121,,,,,160A
Quay,37,35037,OTHER - NEW MEXICO,1,0,66341,445
Beaufort,13,37013,,,,,120
Pope,115,5115,ARKOMA,147,0,3059233,345
Canadian,17,40017,ANADARKO,2279,18489042,352972842,360
Oklahoma,109,40109,ANADARKO,558,2814200,8639893,360
Marshall,117,47117,,,,,300
Cleburne,23,5023,ARKOMA,1022,0,88759262,345
Coffee,31,47031,OTHER - TENNESSEE,3,0,0,160
Poinsett,111,5111,,,,,250
Bedford,3,47003,,,,,300
Swain,173,37173,,,,,160A
Monroe,123,47123,,,,,160A
Lewis,101,47101,,,,,300
Greene,79,37079,,,,,120
McMinn,107,47107,,,,,160A
Okfuskee,107,40107,CHEROKEE PLATFORM,529,242323,5661021,355
Sequoyah,135,40135,ARKOMA,116,0,788360,355
Tipton,167,47167,,,,,250
Potter,375,48375,PALO DURO,998,595187,11154398,360
Carson,65,48065,ANADARKO,1030,109984,6377788,360
Gray,179,48179,ANADARKO,2775,886876,6073554,360
Wheeler,483,48483,HOLLIS-HARDEMAN,1890,2625237,83508667,360
Oldham,359,48359,PALO DURO,52,309258,611828,360
Lee,105,37105,,,,,150
Rutherford,161,37161,,,,,150
Chester,23,47023,,,,,250
Wayne,191,37191,,,,,150
Harnett,85,37085,,,,,150
Sequatchie,153,47153,,,,,160
Cleveland,45,37045,,,,,150
McIntosh,91,40091,ARKOMA,391,2959,13268656,355
Lincoln,109,37109,,,,,150
Caddo,15,40015,ANADARKO,1378,1944814,51288299,360
Grundy,61,47061,,,,,160
Yavapai,25,4025,,,,,635
White,145,5145,ARKOMA,1259,0,94148566,345
Jackson,99,37099,,,,,150
Moore,125,37125,,,,,150
Mecklenburg,119,37119,,,,,150
Cabarrus,25,37025,,,,,150
Beckham,9,40009, ,819,722113,31915930,360
Montgomery,123,37123,,,,,150
Stanly,167,37167,,,,,150
Wayne,181,47181,,,,,300
Henderson,89,37089,,,,,150
Shelby,157,47157,,,,,250
Washita,149,40149,ANADARKO,887,746279,42829202,360
Pottawatomie,125,40125,CHEROKEE PLATFORM,900,951148,870007,355
Haskell,61,40061,ARKOMA,1246,0,15732404,355
Hamilton,65,47065,,,,,160
Conway,29,5029,ARKOMA,1090,0,94459535,345
Lawrence,99,47099,,,,,300
Giles,55,47055,,,,,300
Graham,75,37075,,,,,160A
Seminole,133,40133, ,1306,1430685,9059132,355
Sebastian,131,5131,ARKOMA,956,1137,16013923,345
Cross,37,5037,,,,,250
Woodruff,147,5147,,,,,345
Crittenden,35,5035,,,,,250
Hardeman,69,47069,,,,,250
Hardin,71,47071,,,,,300
Logan,83,5083,ARKOMA,1011,0,17544296,345
Lenoir,107,37107,,,,,120
Moore,127,47127,,,,,160
Transylvania,175,37175,,,,,150
Gaston,71,37071,,,,,150
Fayette,47,47047,,,,,250
Le Flore,79,40079,ARKOMA,1174,0,16782833,345
Polk,149,37149,,,,,150
McNairy,109,47109,,,,,250
Cleveland,27,40027,ANADARKO,248,364015,858847,360
Lincoln,103,47103,,,,,160
Grady,51,40051, ,2475,31043532,355889909,360
Faulkner,45,5045,ARKOMA,424,0,37628800,345
Franklin,51,47051,,,,,160
Bradley,11,47011,,,,,160A
Cibola,6,35006,,,,,590
McClain,87,40087, ,976,8631407,32561087,360
Marion,115,47115,,,,,160
Macon,113,37113,,,,,150
Sampson,163,37163,,,,,150
Pittsburg,121,40121,ARKOMA,2576,38882,144722783,355
Pamlico,137,37137,,,,,120
Yell,149,5149,ARKOMA,180,0,2568654,345
Hughes,63,40063,ARKOMA,1507,348442,124014048,355
Cherokee,39,37039,,,,,160A
Polk,139,47139,,,,,160A
Cumberland,51,37051,,,,,150
Jones,103,37103,,,,,120
Bernalillo,1,35001,,,,,460
Guadalupe,19,35019,,,,,435
Greenville,45,45045,,,,,150
Union,179,37179,,,,,150
Anson,7,37007,,,,,150
Hoke,93,37093,,,,,150
Spartanburg,83,45083,,,,,150
Hyde,95,37095,,,,,120
Duplin,61,37061,,,,,120
Cherokee,21,45021,,,,,150
Randall,381,48381,,,,,360
Armstrong,11,48011,,,,,360
Collingsworth,87,48087,HOLLIS-HARDEMAN,312,4351,777245,360
Donley,129,48129,PALO DURO,4,142,9644,360
Deaf Smith,117,48117,,,,,435
Richmond,153,37153,,,,,150
York,91,45091,,,,,150
Clay,43,37043,,,,,150
St. Francis,123,5123,,,,,250
Kiowa,75,40075,ANADARKO,77,9237,1047400,360
